Fips_State,Fips_Place,Fips_State_Place,City_Name,St_Name,NYU_500_Largest,Year,Pop_Total,Per_15to44_years(%),Per_18_years_and_over(%),Per_65_years_and_over(%),Pop_Male,Pop_Female,Pop_White,Pop_Black,Pop_Asian,Pop_AIAN,Pop_NHOPI,Pop_Nonhispanic,Pop_Hispanic
39,15000,3915000,Cincinnati city, Ohio,1,2013,297498,45.9,78.4,11.3,145142,152356,155675,123578,5499,517,347,287574,9924
39,16000,3916000,Cleveland city, Ohio,1,2013,390106,41.5,76.7,12.4,187433,202673,156131,202393,5531,2080,0,348130,41976
39,18000,3918000,Columbus city, Ohio,1,2013,822762,48.4,76.9,9.2,401455,421307,508169,224394,37879,1585,349,772911,49851
39,21000,3921000,Dayton city, Ohio,1,2013,143355,45.3,79.6,13.4,70099,73256,78149,57086,2100,339,58,136929,6426
39,44856,3944856,Lorain city, Ohio,0,2013,63706,40.1,73.7,15.9,29599,34107,46427,9286,618,196,37,47287,16419
39,61000,3961000,Parma city, Ohio,1,2013,80427,36.8,80.1,18.2,38284,42143,75034,2833,808,44,0,76078,4349
39,77000,3977000,Toledo city, Ohio,1,2013,282313,41.1,77.6,13.7,138903,143410,181978,74982,3496,1000,33,260229,22084
39,88000,3988000,Youngstown city, Ohio,1,2013,65174,38.3,78.9,16.5,31052,34122,32036,27488,232,328,0,57958,7216
40,9050,4009050,Broken Arrow city, Oklahoma,1,2013,105013,39.6,73.4,11.4,51332,53681,82787,4484,2764,3130,68,96322,8691
40,23200,4023200,Edmond city, Oklahoma,1,2013,87002,40.4,75.2,13.4,43145,43857,73376,5486,2257,1727,412,83242,3760
40,41850,4041850,Lawton city, Oklahoma,1,2013,97142,47.2,75.4,9.5,51171,45971,58982,20510,2224,4031,607,82613,14529
40,52500,4052500,Norman city, Oklahoma,1,2013,118200,51.4,78.2,11.9,58788,59412,92309,5097,7239,5087,358,111306,6894
40,55000,4055000,Oklahoma City city, Oklahoma,1,2013,610617,42.8,75.1,11.7,300775,309842,419802,86352,25328,17516,0,494494,116123
40,75000,4075000,Tulsa city, Oklahoma,1,2013,398724,41.8,75.7,12.6,194834,203890,261172,60285,10598,15455,277,339531,59193
41,5350,4105350,Beaverton city, Oregon,1,2013,93525,45,79.8,11.6,47485,46040,69847,2014,11443,1439,712,77549,15976
41,5800,4105800,Bend city, Oregon,1,2013,81236,42.8,76.6,13.4,39248,41988,74156,456,1931,558,185,72877,8359
41,23850,4123850,Eugene city, Oregon,1,2013,159161,47.2,82.3,13.4,79449,79712,132965,2938,7242,1738,1067,145483,13678
41,31250,4131250,Gresham city, Oregon,1,2013,109410,41,73.6,12.1,55848,53562,85340,5075,3448,876,1800,90430,18980
41,34100,4134100,Hillsboro city, Oregon,1,2013,97371,44.9,74.1,10.5,46494,50877,79797,546,8607,96,547,74176,23195
41,47000,4147000,Medford city, Oregon,1,2013,77680,39.5,74.2,15.7,39535,38145,70335,859,1034,261,0,65651,12029
41,59000,4159000,Portland city, Oregon,1,2013,611134,48.1,81.6,11.3,302285,308849,474549,35745,45933,5639,2386,550160,60974
41,64900,4164900,Salem city, Oregon,1,2013,160618,43.2,75.6,12,78896,81722,132125,1833,5592,829,728,129452,31166
42,2000,4202000,Allentown city, Pennsylvania,1,2013,118577,45,73.8,12,56574,62003,68390,16274,2427,338,0,62415,56162
42,6088,4206088,Bethlehem city, Pennsylvania,1,2013,74241,43.7,83.3,16.3,37326,36915,56823,4314,2265,450,0,55049,19192
42,24000,4224000,Erie city, Pennsylvania,1,2013,100676,44.5,78.6,13.3,50022,50654,76294,15993,2407,208,40,93685,6991
42,60000,4260000,Philadelphia city, Pennsylvania,1,2013,1553165,45.2,77.8,12.4,734249,818916,646435,670482,106286,3322,375,1347132,206033
42,61000,4261000,Pittsburgh city, Pennsylvania,1,2013,305838,49.2,83.7,14.3,147786,158052,207899,72398,14628,560,0,297622,8216
42,63624,4263624,Reading city, Pennsylvania,1,2013,87894,43.1,68.9,8.8,44414,43480,46494,9617,301,2405,417,33593,54301
42,69000,4269000,Scranton city, Pennsylvania,1,2013,75814,41.8,77.9,16.3,36019,39795,65569,5135,2768,184,0,67054,8760
44,19180,4419180,Cranston city, Rhode Island,1,2013,80575,39,78.7,15.4,41509,39066,68746,2967,1734,65,0,70530,10045
44,54640,4454640,Pawtucket city, Rhode Island,1,2013,71178,42.1,76.4,11.2,35006,36172,42453,13769,286,273,264,54231,16947
44,59000,4459000,Providence city, Rhode Island,1,2013,177995,52,76.7,8.6,87505,90490,89225,28410,12653,1699,31,107119,70876
44,74300,4474300,Warwick city, Rhode Island,1,2013,81983,36.8,80.6,17.4,38656,43327,74942,619,2474,17,0,76908,5075
45,13330,4513330,Charleston city, South Carolina,1,2013,130428,45.9,81.2,14.4,60391,70037,96793,29593,1251,226,35,126841,3587
45,16000,4516000,Columbia city, South Carolina,1,2013,133377,57.5,82.5,9.5,69643,63734,67338,55072,3275,317,80,124373,9004
45,48535,4548535,Mount Pleasant town, South Carolina,1,2013,74876,41.6,75.2,12.1,36728,38148,-998,-998,-998,-998,-998,73535,1341
45,50875,4550875,North Charleston city, South Carolina,1,2013,101838,46.1,77.7,8.9,50649,51189,44550,49555,1479,140,94,91576,10262
45,61405,4561405,Rock Hill city, South Carolina,1,2013,69104,44,76.4,12.8,33541,35563,36980,27015,2566,64,0,66366,2738
46,52980,4652980,Rapid City city, South Dakota,1,2013,70810,39.3,76.9,15.7,35348,35462,55323,802,770,8446,0,66759,4051
46,59020,4659020,Sioux Falls city, South Dakota,1,2013,163629,43,76.3,11.7,82343,81286,141676,6710,2739,4261,267,155833,7796
47,15160,4715160,Clarksville city, Tennessee,1,2013,142355,50.4,72.2,6.8,71579,70776,95372,30729,2957,953,87,128122,14233
47,27740,4727740,Franklin city, Tennessee,0,2013,68872,39,74.5,11.5,33039,35833,58920,3730,3068,208,0,66645,2227
47,37640,4737640,Jackson city, Tennessee,0,2013,67685,40.3,76.9,15.4,31353,36332,-998,-998,-998,-998,-998,67311,374
47,38320,4738320,Johnson City city, Tennessee,0,2013,65796,43.8,82.9,17.3,32544,33252,57714,4502,1918,0,0,63614,2182
47,40000,4740000,Knoxville city, Tennessee,1,2013,183261,49.1,82,13,86650,96611,142222,29541,4401,514,247,173878,9383
47,48000,4748000,Memphis city, Tennessee,1,2013,653450,43.7,74.9,10.5,311131,342319,197962,411962,10959,1057,0,610077,43373
47,51560,4751560,Murfreesboro city, Tennessee,1,2013,117039,52.3,78.1,8.9,58963,58076,89151,19225,3906,484,0,110663,6376
47,52006,4752006,Nashville-Davidson metropolitan government (balance), Tennessee,1,2013,634465,46.8,78.4,10.6,307078,327387,391895,176670,21073,2279,350,569533,64932
48,1000,4801000,Abilene city, Texas,1,2013,119036,47.4,77,12,61966,57070,93231,11453,2248,493,123,86652,32384
48,1924,4801924,Allen city, Texas,1,2013,92025,42.7,70.1,7.4,43530,48495,70743,6221,10496,183,280,77529,14496
48,3000,4803000,Amarillo city, Texas,1,2013,196691,41.5,72.6,12.1,96308,100383,164749,12391,7385,1428,79,137159,59532
48,4000,4804000,Arlington city, Texas,1,2013,379565,43.6,72.5,9.3,185091,194474,258264,66741,27701,1815,0,267265,112300
48,4462,4804462,Atascocita CDP, Texas,0,2013,65166,41.6,70,8.4,33796,31370,43931,10928,3263,0,595,49365,15801
48,5000,4805000,Austin city, Texas,1,2013,885415,51.8,78.1,7.6,444955,440460,688286,65314,54535,2560,666,584066,301349
48,6128,4806128,Baytown city, Texas,1,2013,76327,38.8,71.8,11.7,38001,38326,52870,11440,431,505,142,44021,32306
48,7000,4807000,Beaumont city, Texas,1,2013,117808,41.3,77,14.5,56216,61592,53857,56669,4450,73,0,104708,13100
48,10768,4810768,Brownsville city, Texas,1,2013,181850,42,66.8,9.7,86287,95563,170101,361,2972,228,0,12967,168883
48,10912,4810912,Bryan city, Texas,1,2013,78718,49.9,74.2,9.6,41502,37216,47484,10675,3531,453,101,49015,29703
48,13024,4813024,Carrollton city, Texas,1,2013,126695,43.2,75.5,9.7,62326,64369,80188,10501,21624,397,0,86187,40508
48,15976,4815976,College Station city, Texas,1,2013,100036,69.7,84.8,5.1,49613,50423,79275,7605,7885,146,50,85642,14394
48,17000,4817000,Corpus Christi city, Texas,1,2013,316389,41.6,74.7,12.6,154688,161701,264567,13646,5923,1546,402,125544,190845
48,19000,4819000,Dallas city, Texas,1,2013,1257676,46.4,73.9,9.1,627752,629924,747660,305645,43327,2272,467,737940,519736
48,19972,4819972,Denton city, Texas,1,2013,123105,56.1,80.6,8.4,58775,64330,94701,15151,4903,495,135,96625,26480
48,22660,4822660,Edinburg city, Texas,1,2013,80830,49.6,70,7.4,39475,41355,67557,2006,3421,189,0,12309,68521
48,24000,4824000,El Paso city, Texas,1,2013,674438,42.7,71.8,11.7,327441,346997,570340,24351,7822,3202,1148,134987,539451
48,26232,4826232,Flower Mound town, Texas,0,2013,68397,35.4,71.2,7,33881,34516,57879,2404,5723,404,0,61602,6795
48,27000,4827000,Fort Worth city, Texas,1,2013,794189,44.9,71.2,8.6,389743,404446,492980,146387,26809,4767,1188,519244,274945
48,27684,4827684,Frisco city, Texas,1,2013,136783,42.4,67.2,7.4,68935,67848,103493,10160,16144,138,125,115999,20784
48,29000,4829000,Garland city, Texas,1,2013,234694,40.5,71.1,9.7,112430,122264,100582,31486,19632,1827,92,137358,97336
48,30464,4830464,Grand Prairie city, Texas,1,2013,183324,44.6,70.1,7.6,86486,96838,111205,47438,9179,262,0,106946,76378
48,32372,4832372,Harlingen city, Texas,0,2013,65677,39,71,14.2,33258,32419,-998,-998,-998,-998,-998,13688,51989
48,35000,4835000,Houston city, Texas,1,2013,2197374,46,74.9,9.5,1101445,1095929,1289328,508643,138809,8801,752,1236816,960558
48,37000,4837000,Irving city, Texas,1,2013,228652,49.1,73.1,7.5,115507,113145,133190,29180,38709,454,286,136376,92276
48,39148,4839148,Killeen city, Texas,1,2013,137160,49.3,69.8,6.2,68075,69085,63674,47082,5931,1782,1462,97679,39481
48,41464,4841464,Laredo city, Texas,1,2013,249085,43.6,65.7,8.5,121967,127118,237387,1317,1098,977,0,12067,237018
48,41980,4841980,League City city, Texas,1,2013,92163,41,73.6,9.1,45368,46795,73623,5908,7347,91,0,78865,13298
48,42508,4842508,Lewisville city, Texas,1,2013,101154,48.4,72,6.4,49511,51643,75244,10470,7720,71,0,69701,31453
48,43888,4843888,Longview city, Texas,1,2013,81683,41.9,73.4,13.9,40804,40879,58218,19020,899,280,0,64778,16905
48,45000,4845000,Lubbock city, Texas,1,2013,239544,48.5,76,11,116543,123001,183737,20194,5647,1770,16,157123,82421
48,45384,4845384,McAllen city, Texas,1,2013,136631,44.2,70.1,10.8,68527,68104,120782,802,3464,536,0,18916,117715
48,45744,4845744,McKinney city, Texas,1,2013,148544,43.3,67.7,9,76625,71919,120430,17442,5768,378,51,118941,29603
48,47892,4847892,Mesquite city, Texas,1,2013,143341,44.7,71.5,8,69340,74001,92594,37272,4032,924,0,94124,49217
48,48072,4848072,Midland city, Texas,1,2013,123935,42,73.1,10.4,61099,62836,89865,8031,1616,487,864,75571,48364
48,48768,4848768,Mission city, Texas,1,2013,81047,41.3,64.2,11.6,38529,42518,-998,-998,-998,-998,-998,11560,69487
48,48804,4848804,Missouri City city, Texas,1,2013,69521,40.7,77.7,11.5,34658,34863,23107,32563,10377,0,0,59578,9943
48,52356,4852356,North Richland Hills city, Texas,0,2013,67319,40,76.4,13.2,32257,35062,55999,2152,4035,491,388,55885,11434
48,53388,4853388,Odessa city, Texas,1,2013,110406,44.3,70.5,9,55743,54663,90079,6142,1399,881,0,51412,58994
48,56000,4856000,Pasadena city, Texas,1,2013,152734,43.5,68.7,8.3,75949,76785,126078,3361,3052,2338,0,51687,101047
48,56348,4856348,Pearland city, Texas,1,2013,102491,39.6,71.7,10.4,50328,52163,60242,21561,15633,219,0,82124,20367
48,57200,4857200,Pharr city, Texas,1,2013,73785,43.1,64.8,8.6,34264,39521,-998,-998,-998,-998,-998,3453,70332
48,58016,4858016,Plano city, Texas,1,2013,273519,41.2,74.9,10.3,132139,141380,188898,21946,50081,1822,24,237142,36377
48,61796,4861796,Richardson city, Texas,1,2013,104477,41,77.8,14.6,51360,53117,68811,10089,17651,65,0,86505,17972
48,63500,4863500,Round Rock city, Texas,1,2013,109835,45.2,68.8,6.5,54683,55152,82855,11064,6235,198,0,79583,30252
48,64472,4864472,San Angelo city, Texas,1,2013,100111,44.4,76.6,14.7,49094,51017,81385,5256,1308,272,0,60126,39985
48,65000,4865000,San Antonio city, Texas,1,2013,1409000,44.4,74.4,11.3,692077,716923,1115376,100363,37803,7593,1137,520958,888042
48,70808,4870808,Sugar Land city, Texas,1,2013,83851,32.8,77.2,12.9,41965,41886,40489,7844,30890,0,0,75328,8523
48,72176,4872176,Temple city, Texas,0,2013,70182,39.9,73.6,13.1,35049,35133,50209,13850,2001,136,266,54525,15657
48,72656,4872656,The Woodlands CDP, Texas,0,2013,100843,35.4,71.4,11,50126,50717,88379,2482,7153,0,60,85788,15055
48,74144,4874144,Tyler city, Texas,1,2013,100217,41.5,77,16,44948,55269,71637,23255,1673,103,0,74835,25382
48,75428,4875428,Victoria city, Texas,0,2013,65097,38.1,73.9,14.3,31867,33230,55568,5095,819,94,0,31896,33201
48,76000,4876000,Waco city, Texas,1,2013,129031,48.6,75.6,11.5,61893,67138,83488,25576,3321,442,34,87702,41329
48,79000,4879000,Wichita Falls city, Texas,1,2013,104900,45.8,77.5,12.2,55746,49154,81388,13437,2701,749,0,84572,20328
49,43660,4943660,Layton city, Utah,1,2013,70798,44.8,68.5,6.3,35122,35676,62459,654,1534,312,482,62777,8021
49,55980,4955980,Ogden city, Utah,1,2013,84239,45.8,73.5,9.7,43021,41218,74874,1694,939,1421,233,59749,24490
49,57300,4957300,Orem city, Utah,1,2013,91650,49.1,71.1,8.9,44296,47354,79586,497,2866,794,1661,77289,14361
49,62470,4962470,Provo city, Utah,1,2013,116289,64,75.8,5.9,57127,59162,100000,1293,2874,1020,1554,95984,20305
49,65330,4965330,St. George city, Utah,1,2013,76824,35,71.1,21.1,37282,39542,69773,476,151,239,868,66261,10563
49,67000,4967000,Salt Lake City city, Utah,1,2013,191160,49.3,77.8,11,98142,93018,139809,5637,9855,2093,5388,151750,39410
49,67440,4967440,Sandy city, Utah,1,2013,90215,40.8,72.4,12.8,45622,44593,78346,946,3539,161,558,81208,9007
49,82950,4982950,West Jordan city, Utah,1,2013,110064,47.5,67,6.5,55835,54229,93782,773,3472,2024,1829,90384,19680
49,83470,4983470,West Valley City city, Utah,1,2013,133597,46,68.5,7.4,65050,68547,77798,4143,4450,1596,8286,86085,47512
51,1000,5101000,Alexandria city, Virginia,1,2013,148892,50,82.3,9.5,71874,77018,96307,33626,9913,237,0,123680,25212
51,3000,5103000,Arlington CDP, Virginia,0,2013,224906,54.4,83.4,9.4,111593,113313,160325,19607,21316,1858,146,189856,35050
51,14440,5114440,Centreville CDP, Virginia,0,2013,72622,44.8,73.5,5.7,34042,38580,42228,5449,18039,299,43,63622,9000
51,16000,5116000,Chesapeake city, Virginia,1,2013,230571,40.9,75.4,11.6,113137,117434,144713,68899,7393,375,163,218951,11620
51,21088,5121088,Dale City CDP, Virginia,0,2013,66259,44.8,72,8.1,33391,32868,37647,18483,5841,356,65,49759,16500
51,35000,5135000,Hampton city, Virginia,1,2013,136699,42.7,78.2,12.9,66193,70506,58817,69903,2494,39,24,129667,7032
51,47672,5147672,Lynchburg city, Virginia,1,2013,78014,49.4,79.7,13.9,36475,41539,50278,21916,2166,0,60,75405,2609
51,56000,5156000,Newport News city, Virginia,1,2013,182020,45.5,76.3,11.5,88530,93490,93041,73712,6320,465,362,167005,15015
51,57000,5157000,Norfolk city, Virginia,1,2013,246139,51.3,79.6,9.7,129237,116902,119451,102683,8565,1322,36,228225,17914
51,64000,5164000,Portsmouth city, Virginia,1,2013,96205,41.1,76.5,13.6,47371,48834,39532,50229,1312,282,0,92732,3473
51,67000,5167000,Richmond city, Virginia,1,2013,214114,48.4,81.5,11.2,102030,112084,94420,102491,4329,905,64,200516,13598
51,68000,5168000,Roanoke city, Virginia,1,2013,98465,40.6,77.9,14.4,47211,51254,64840,26127,2042,378,511,92745,5720
51,76432,5176432,Suffolk city, Virginia,1,2013,85728,39.3,74.8,12.4,41098,44630,44893,35914,612,58,102,82697,3031
51,82000,5182000,Virginia Beach city, Virginia,1,2013,448479,43.7,76.9,11.8,220447,228032,306569,84836,29786,1415,747,415021,33458
53,3180,5303180,Auburn city, Washington,1,2013,73882,40.8,75.3,11.9,35342,38540,51513,3421,7990,1846,2120,69762,4120
53,5210,5305210,Bellevue city, Washington,1,2013,133990,41.4,78.4,14.5,68617,65373,78855,3949,41754,344,75,124632,9358
53,5280,5305280,Bellingham city, Washington,1,2013,82635,52.8,83.6,13.1,40445,42190,69177,988,4947,1446,86,77040,5595
53,22640,5322640,Everett city, Washington,1,2013,105355,44.8,77.5,10.9,54768,50587,83349,3876,8716,552,2041,91696,13659
53,23515,5323515,Federal Way city, Washington,1,2013,92717,40.7,74.8,13.5,45170,47547,58043,8618,15545,981,929,75723,16994
53,35275,5335275,Kennewick city, Washington,1,2013,76760,41.6,71.6,11.5,36570,40190,54186,1814,1619,582,21,57339,19421
53,35415,5335415,Kent city, Washington,1,2013,124410,44.3,76.3,9.7,62995,61415,74881,12418,23208,951,5129,107063,17347
53,35940,5335940,Kirkland city, Washington,0,2013,84434,41.1,76.3,10.8,40898,43536,65812,439,11213,524,0,78534,5900
53,53545,5353545,Pasco city, Washington,0,2013,70345,43.1,64.9,8.4,36473,33872,53100,1417,1852,371,0,31573,38772
53,57745,5357745,Renton city, Washington,1,2013,96987,47.4,76.7,9.5,48234,48753,57196,8403,19475,1256,227,83408,13579
53,63000,5363000,Seattle city, Washington,1,2013,652429,51.5,84.6,11.4,325929,326500,459360,46431,87331,3177,2904,610439,41990
53,67000,5367000,Spokane city, Washington,1,2013,210722,42,78.6,14.3,104398,106324,183945,6141,6433,2398,963,198934,11788
53,67167,5367167,Spokane Valley city, Washington,1,2013,91111,39.2,78,15.5,47103,44008,82801,1184,1901,889,544,86341,4770
53,70000,5370000,Tacoma city, Washington,1,2013,203451,43.7,78.9,13.1,99297,104154,139048,16976,18767,1680,4038,180467,22984
53,74060,5374060,Vancouver city, Washington,1,2013,167410,42.3,75.7,13.4,80972,86438,133065,5745,7969,1124,1548,147364,20046
53,80010,5380010,Yakima city, Washington,1,2013,93260,42.1,72.1,13,45253,48007,62853,1361,731,1612,130,50741,42519
55,2375,5502375,Appleton city, Wisconsin,1,2013,74124,42.6,75.1,12.7,36227,37897,62205,1017,6390,697,0,69473,4651
55,22300,5522300,Eau Claire city, Wisconsin,0,2013,67155,49.7,79.4,12.8,32001,35154,61802,466,2830,254,0,65208,1947
55,31000,5531000,Green Bay city, Wisconsin,1,2013,104773,42,76.8,11.7,52817,51956,82682,4288,4354,3498,61,91657,13116
55,39225,5539225,Kenosha city, Wisconsin,1,2013,99887,41.9,74.9,11.8,49013,50874,82478,10295,1199,554,52,82508,17379
55,48000,5548000,Madison city, Wisconsin,1,2013,243337,54,83.2,10.3,120435,122902,194764,17257,19169,782,0,226108,17229
55,53000,5553000,Milwaukee city, Wisconsin,1,2013,599168,46.1,73.6,9.6,288604,310564,287529,233739,21205,3325,58,494541,104627
55,60500,5560500,Oshkosh city, Wisconsin,0,2013,66771,47.3,81.5,12.8,34431,32340,61457,2015,1845,111,0,64957,1814
55,66000,5566000,Racine city, Wisconsin,1,2013,78204,42.6,73.4,12.4,37044,41160,49253,17475,1062,717,0,60748,17456
55,84250,5584250,Waukesha city, Wisconsin,1,2013,71026,46.4,76.5,10.2,35956,35070,62030,1896,2420,40,0,60563,10463
72,10334,7210334,Caguas zona urbana, Puerto Rico,0,2013,82680,39.9,76.5,16.1,38322,44358,64021,6858,183,432,0,1304,81376
72,14290,7214290,Carolina zona urbana, Puerto Rico,0,2013,153245,40.5,78.2,17.8,70280,82965,89092,37859,1490,6168,0,1828,151417
72,32522,7232522,Guaynabo zona urbana, Puerto Rico,0,2013,72715,39,79.8,18.6,33181,39534,57975,3732,0,421,0,1751,70964
72,63820,7263820,Ponce zona urbana, Puerto Rico,0,2013,124904,38.2,76.8,17.9,58619,66285,109201,5303,307,449,0,1135,123769
72,76770,7276770,San Juan zona urbana, Puerto Rico,0,2013,363000,39.2,79.3,18.6,166032,196968,252956,46502,1624,2341,0,5671,357329
72,6593,7206593,Bayamón zona urbana, Puerto Rico,0,2013,178894,40.2,79.3,18.1,84498,94396,112087,13096,408,2402,0,1599,177295
72,52431,7252431,Mayagüez zona urbana, Puerto Rico,0,2013,69454,42.4,80.4,20.4,32954,36500,41889,3848,0,199,0,418,69036
1,7000,107000,Birmingham city, Alabama,1,2014,212653,43.7,79.3,12.6,98257,114396,51751,154281,1617,413,23,205710,6943
1,21184,121184,Dothan city, Alabama,0,2014,69400,38.7,75.3,15.9,32542,36858,42496,24772,538,104,0,67315,2085
1,35896,135896,Hoover city, Alabama,1,2014,84352,38.6,78.5,17.9,40334,44018,64794,11914,3433,0,0,78577,5775
1,37000,137000,Huntsville city, Alabama,1,2014,187592,40.5,78.9,15.7,90041,97551,117137,58918,4196,461,170,177235,10357
1,50000,150000,Mobile city, Alabama,1,2014,194670,40.7,76.7,14.6,92585,102085,85101,101500,2823,458,0,188903,5767
1,51000,151000,Montgomery city, Alabama,1,2014,200486,42.6,75.6,13.2,94746,105740,69942,120378,5732,359,58,193790,6696
1,77256,177256,Tuscaloosa city, Alabama,1,2014,96116,51.1,80.5,12.1,44911,51205,49611,42277,2368,122,0,93773,2343
2,3000,203000,Anchorage municipality, Alaska,1,2014,301010,45.5,75.1,8.9,153176,147834,194958,17041,27805,21093,6629,274197,26813
4,4720,404720,Avondale city, Arizona,1,2014,79621,47.5,71.5,7.5,40906,38715,58729,8253,3691,758,0,42566,37055
4,10670,410670,Casas Adobes CDP, Arizona,0,2014,72867,39.1,76.7,17.8,34663,38204,58435,1328,992,724,41,49231,23636
4,12000,412000,Chandler city, Arizona,1,2014,254275,43.1,73.3,9.8,126999,127276,196801,12129,20254,5102,294,191054,63221
4,23620,423620,Flagstaff city, Arizona,0,2014,68786,55.6,81.8,9.7,33678,35108,52626,2053,2721,6566,0,55552,13234
4,27400,427400,Gilbert town, Arizona,1,2014,239282,42.1,66.6,7.1,118543,120739,194359,7108,17164,3730,356,200636,38646
4,27820,427820,Glendale city, Arizona,1,2014,237529,41.3,72.7,10.6,112405,125124,182397,13931,13440,2839,367,149417,88112
4,28380,428380,Goodyear city, Arizona,0,2014,75676,38.2,74.9,13.5,37150,38526,60436,7876,2609,952,174,55957,19719
4,46000,446000,Mesa city, Arizona,1,2014,464682,40.1,75,15.8,230440,234242,406265,15288,8467,7689,1569,326567,138115
4,54050,454050,Peoria city, Arizona,1,2014,166955,36.7,76.4,16.7,81937,85018,141299,6488,7416,583,57,135694,31261
4,55000,455000,Phoenix city, Arizona,1,2014,1537045,44.2,73.1,9.8,763915,773130,1122320,102038,57181,32233,4750,903946,633099
4,64210,464210,San Tan Valley CDP, Arizona,0,2014,94390,45.3,65.6,11.3,45883,48507,80498,3747,2009,3448,527,77753,16637
4,65000,465000,Scottsdale city, Arizona,1,2014,230502,35.5,84.2,22.1,110117,120385,203489,2873,9719,2946,0,207683,22819
4,71510,471510,Surprise city, Arizona,1,2014,126278,37.3,76,20.1,58527,67751,105253,7346,2278,1185,124,101375,24903
4,73000,473000,Tempe city, Arizona,1,2014,172836,59.7,86,10.7,94028,78808,122827,10474,12215,5447,824,137707,35129
4,77000,477000,Tucson city, Arizona,1,2014,527948,45.9,78.6,13.3,263671,264277,390699,24531,16829,14654,1608,305719,222229
4,85540,485540,Yuma city, Arizona,1,2014,93399,45.2,74.2,14.3,47677,45722,67779,2925,1480,416,0,40119,53280
5,23290,523290,Fayetteville city, Arkansas,1,2014,80614,58.8,81.8,8.4,39133,41481,66892,5151,1562,510,12,75008,5606
5,24550,524550,Fort Smith city, Arkansas,1,2014,87362,42.5,74.7,12.7,43069,44293,66198,9023,4808,702,0,71814,15548
5,35710,535710,Jonesboro city, Arkansas,1,2014,72214,44.8,76.9,13.5,34707,37507,53915,13322,1081,453,668,67740,4474
5,41000,541000,Little Rock city, Arkansas,1,2014,197701,42.1,76.7,13.2,90249,107452,104537,81462,4521,272,57,185476,12225
5,50450,550450,North Little Rock city, Arkansas,0,2014,66813,37.8,72.4,13.1,33195,33618,33691,29729,847,355,0,63804,3009
5,66080,566080,Springdale city, Arkansas,1,2014,78122,43.9,68.3,9.5,40599,37523,54629,541,2398,239,4424,49386,28736
6,562,600562,Alameda city, California,1,2014,77661,41.1,79.5,12.4,37527,40134,39547,4175,23967,90,719,68790,8871
6,884,600884,Alhambra city, California,1,2014,85585,40.6,82,14.3,41586,43999,18449,1587,43917,374,262,55577,30008
6,2000,602000,Anaheim city, California,1,2014,346961,44.9,75,10,171140,175821,240418,6943,62641,549,794,166309,180652
6,2252,602252,Antioch city, California,1,2014,108953,41.7,74.8,11,54821,54132,51135,23209,11208,747,1437,74608,34345
6,2364,602364,Apple Valley town, California,1,2014,71586,38.2,74.9,16.8,34208,37378,60526,3545,3148,310,41,49330,22256
6,2553,602553,Arden-Arcade CDP, California,0,2014,99903,37.9,76.4,14.4,47170,52733,66654,7812,7467,275,90,77948,21955
6,3526,603526,Bakersfield city, California,1,2014,368748,44,69.3,9.2,180907,187841,259615,26666,22915,6158,596,187850,180898
6,3666,603666,Baldwin Park city, California,1,2014,77134,44.4,75,10.5,38062,39072,20465,2462,16304,212,327,22162,54972
6,4982,604982,Bellflower city, California,1,2014,78246,41.4,74.1,10.8,38296,39950,26514,9640,11311,251,159,36564,41682
6,6000,606000,Berkeley city, California,1,2014,118851,58.3,87.2,12.6,57321,61530,72378,10058,21796,536,82,105704,13147
6,8786,608786,Buena Park city, California,1,2014,83114,43.6,76.3,10.9,41571,41543,49863,2280,24612,726,0,50159,32955
6,8954,608954,Burbank city, California,1,2014,105366,43.5,80.4,14.5,51046,54320,74271,1149,10489,776,0,76994,28372
6,10046,610046,Camarillo city, California,0,2014,66932,35.1,75.1,18.6,32824,34108,53249,1408,6484,164,0,50595,16337
6,11194,611194,Carlsbad city, California,1,2014,112310,33.9,76.8,15,55806,56504,96417,343,8469,131,0,94132,18178
6,11390,611390,Carmichael CDP, California,0,2014,66493,34.9,80,20.8,30625,35868,54942,3418,2820,449,258,56693,9800
6,11530,611530,Carson city, California,1,2014,93272,42.7,76.8,13.5,47027,46245,27836,20520,23732,99,2274,55317,37955
6,13014,613014,Chico city, California,1,2014,89187,52.3,81.5,11.7,45207,43980,74917,1711,2709,482,187,74079,15108
6,13210,613210,Chino city, California,1,2014,84743,46.3,79,8.2,51588,33155,37633,6203,7497,651,385,35951,48792
6,13214,613214,Chino Hills city, California,1,2014,77005,41.8,75.7,7.9,38447,38558,32640,4225,25789,164,0,54849,22156
6,13392,613392,Chula Vista city, California,1,2014,260977,43.1,73.8,12.9,129689,131288,176481,10652,39570,199,1242,111360,149617
6,13588,613588,Citrus Heights city, California,1,2014,86147,39.7,79,16.3,40533,45614,73036,3097,2500,160,97,71107,15040
6,14218,614218,Clovis city, California,1,2014,102190,41,69.9,10.4,51226,50964,68887,4462,12094,1748,532,72124,30066
6,15044,615044,Compton city, California,1,2014,98596,48.9,71.3,6.6,47144,51452,43354,31877,804,254,460,33922,64674
6,16000,616000,Concord city, California,1,2014,127511,41.5,79,13.2,63749,63762,93582,4491,12592,758,106,88755,38756
6,16350,616350,Corona city, California,1,2014,161498,42.8,74.3,9.7,78773,82725,108631,10263,21221,227,820,94299,67199
